ID;A;B;C;D;E;F;WonBT;WonRV;G;H;I;J;K;L;FECHA
123;6;17;30;31;35;38;;;0;0;0;0;0;0;22/06/02
122;2;20;24;28;31;38;;;0;0;0;0;0;0;19/06/02
121;1;8;10;22;35;44;;;0;0;0;0;0;0;15/06/02
120;8;11;13;29;42;45;;;0;0;0;0;0;0;12/06/02
119;2;3;15;20;32;37;cayó;;0;0;0;0;0;0;8/06/02
118;5;6;25;27;35;38;;;0;0;0;0;0;0;5/06/02
117;5;6;13;16;37;39;;;0;0;0;0;0;0;1/06/02
116;1;2;12;15;25;36;;;0;0;0;0;0;0;29/05/02
115;8;12;25;33;36;38;;;0;0;0;0;0;0;25/05/02
114;3;11;26;40;42;45;;;0;0;0;0;0;0;22/05/02
113;5;6;12;27;40;41;;;0;0;0;0;0;0;18/05/02
112;1;18;23;27;30;34;;;0;0;0;0;0;0;15/05/02
111;8;15;19;25;30;36;;;0;0;0;0;0;0;11/05/02
110;3;12;16;26;30;41;;;0;0;0;0;0;0;8/05/02
109;6;12;36;42;43;44;;;0;0;0;0;0;0;4/05/02
108;6;13;18;21;30;36;;;0;0;0;0;0;0;27/04/02
107;16;19;20;23;24;28;cayó;;0;0;0;0;0;0;24/04/02
106;1;4;27;30;36;42;;;0;0;0;0;0;0;20/04/02
105;12;15;24;30;39;42;;;0;0;0;0;0;0;17/04/02
104;1;16;18;36;39;40;;;0;0;0;0;0;0;13/04/02
103;14;28;30;31;37;39;;;0;0;0;0;0;0;10/04/02
102;9;10;24;26;33;40;;;0;0;0;0;0;0;6/04/02
101;14;16;17;26;28;41;;;0;0;0;0;0;0;3/04/02
100;9;22;30;33;38;41;;;0;0;0;0;0;0;30/03/02
99;6;12;26;30;35;37;;;0;0;0;0;0;0;27/03/02
98;3;19;24;29;41;45;;;0;0;0;0;0;0;23/03/02
97;1;4;18;27;34;42;;;0;0;0;0;0;0;20/03/02
96;1;3;24;28;32;43;;;0;0;0;0;0;0;16/03/02
95;5;7;23;29;30;40;;;0;0;0;0;0;0;13/03/02
94;8;16;25;26;27;39;;;0;0;0;0;0;0;9/03/02
93;9;14;18;30;32;37;;;0;0;0;0;0;0;6/03/02
92;6;11;18;28;29;42;;;0;0;0;0;0;0;2/03/02
91;4;5;28;39;42;44;;;0;0;0;0;0;0;27/02/02
90;16;21;27;35;39;42;;;0;0;0;0;0;0;23/02/02
89;3;6;26;33;34;44;;;0;0;0;0;0;0;20/02/02
88;18;23;24;34;37;42;;;0;0;0;0;0;0;16/02/02
87;1;5;7;10;16;32;;;0;0;0;0;0;0;13/02/02
86;6;7;9;15;19;33;;;0;0;0;0;0;0;9/02/02
85;6;11;23;24;36;42;;;0;0;0;0;0;0;6/02/02
84;1;10;21;23;33;38;;;0;0;0;0;0;0;2/02/02
83;10;16;20;26;35;37;;;0;0;0;0;0;0;30/01/02
82;2;4;16;28;33;34;;;0;0;0;0;0;0;26/01/02
81;2;7;17;32;41;44;;;0;0;0;0;0;0;23/01/02
80;9;10;31;38;42;44;;;0;0;0;0;0;0;19/01/02
79;6;7;17;33;39;44;;;0;0;0;0;0;0;16/01/02
78;1;21;29;30;36;42;;;0;0;0;0;0;0;12/01/02
77;2;9;19;27;33;45;cayó;;0;0;0;0;0;0;9/01/02
76;19;20;21;22;23;33;;;0;0;0;0;0;0;5/01/02
75;12;14;30;32;38;41;;;0;0;0;0;0;0;2/01/02
74;8;10;12;24;28;31;;;0;0;0;0;0;0;29/12/01
73;6;12;30;33;38;43;;;0;0;0;0;0;0;26/12/01
72;1;9;14;15;25;43;;;0;0;0;0;0;0;22/12/01
71;11;13;16;33;39;40;;;0;0;0;0;0;0;19/12/01
70;3;13;27;33;42;43;;;0;0;0;0;0;0;15/12/01
69;5;7;17;29;31;32;;;0;0;0;0;0;0;12/12/01
68;2;9;27;33;36;41;;;0;0;0;0;0;0;8/12/01
67;17;19;20;21;34;35;;;0;0;0;0;0;0;5/12/01
66;17;22;24;28;34;37;;;0;0;0;0;0;0;1/12/01
65;16;17;19;29;31;33;;;0;0;0;0;0;0;28/11/01
64;19;20;22;32;41;45;;;0;0;0;0;0;0;24/11/01
63;6;18;25;29;31;42;;;0;0;0;0;0;0;21/11/01
62;19;21;23;24;31;44;;;0;0;0;0;0;0;17/11/01
61;7;9;22;25;32;37;;;0;0;0;0;0;0;14/11/01
60;11;13;16;34;37;40;;;0;0;0;0;0;0;10/11/01
59;2;8;24;26;36;45;;;0;0;0;0;0;0;7/11/01
58;3;15;20;28;30;40;;;0;0;0;0;0;0;3/11/01
57;5;7;10;15;16;22;;;0;0;0;0;0;0;31/10/01
56;2;18;22;33;35;45;;;0;0;0;0;0;0;27/10/01
55;13;17;27;31;39;42;;;0;0;0;0;0;0;24/10/01
54;13;15;22;28;30;38;;;0;0;0;0;0;0;20/10/01
53;2;12;14;18;31;45;;;0;0;0;0;0;0;17/10/01
52;15;24;25;33;37;43;;;0;0;0;0;0;0;13/10/01
51;14;17;28;37;41;43;;;0;0;0;0;0;0;10/10/01
50;8;15;16;22;34;38;;;0;0;0;0;0;0;6/10/01
49;1;6;11;13;19;36;;;0;0;0;0;0;0;3/10/01
48;4;9;13;28;32;43;;;0;0;0;0;0;0;29/09/01
47;1;7;11;12;24;39;;;0;0;0;0;0;0;26/09/01
46;2;14;21;28;33;37;;;0;0;0;0;0;0;22/09/01
45;4;15;25;29;30;44;;;0;0;0;0;0;0;19/09/01
44;1;6;7;12;27;34;;;0;0;0;0;0;0;15/09/01
43;18;28;30;32;34;37;;;0;0;0;0;0;0;12/09/01
42;14;18;22;28;32;35;cayó;;0;0;0;0;0;0;8/09/01
41;24;27;36;37;41;43;;;0;0;0;0;0;0;5/09/01
40;13;23;25;27;38;40;;;0;0;0;0;0;0;1/09/01
39;3;4;9;10;12;42;;;0;0;0;0;0;0;29/08/01
38;4;5;8;13;15;36;;;0;0;0;0;0;0;25/08/01
37;2;4;9;16;17;23;;;0;0;0;0;0;0;22/08/01
36;1;16;19;25;38;44;;;0;0;0;0;0;0;18/08/01
35;3;12;14;37;40;44;;;0;0;0;0;0;0;15/08/01
34;13;16;21;25;29;43;;;0;0;0;0;0;0;11/08/01
33;10;11;21;30;44;45;;;0;0;0;0;0;0;8/08/01
32;11;15;26;32;35;36;;;0;0;0;0;0;0;4/08/01
31;13;19;21;24;40;43;;;0;0;0;0;0;0;1/08/01
30;11;12;21;36;40;41;;;0;0;0;0;0;0;28/07/01
29;5;10;18;24;30;44;;;0;0;0;0;0;0;25/07/01
28;9;18;21;28;41;43;;;0;0;0;0;0;0;21/07/01
27;14;18;21;22;28;34;;;0;0;0;0;0;0;18/07/01
26;8;24;33;36;38;44;;;0;0;0;0;0;0;14/07/01
25;9;11;21;34;39;42;;;0;0;0;0;0;0;11/07/01
24;12;20;23;32;37;40;;;0;0;0;0;0;0;7/07/01
23;9;28;33;34;38;45;;;0;0;0;0;0;0;30/06/01
22;2;5;15;21;31;41;;;0;0;0;0;0;0;23/06/01
21;3;10;11;14;36;41;;;0;0;0;0;0;0;16/06/01
20;6;7;12;13;16;25;;;0;0;0;0;0;0;9/06/01
19;8;15;23;29;30;37;;;0;0;0;0;0;0;2/06/01
18;17;24;30;38;43;44;;;0;0;0;0;0;0;26/05/01
17;1;18;19;21;39;43;;;0;0;0;0;0;0;19/05/01
16;4;6;15;20;32;43;;;0;0;0;0;0;0;12/05/01
15;5;10;21;26;34;40;;;0;0;0;0;0;0;5/05/01
14;1;10;19;33;36;40;;;0;0;0;0;0;0;28/04/01
13;4;14;15;17;21;25;;;0;0;0;0;0;0;21/04/01
12;3;6;13;24;29;31;;;0;0;0;0;0;0;14/04/01
11;1;3;15;18;27;37;;;0;0;0;0;0;0;7/04/01
10;1;6;13;18;25;41;;;0;0;0;0;0;0;31/03/01
9;4;19;25;28;39;41;;;0;0;0;0;0;0;24/03/01
8;5;14;18;38;40;45;;;0;0;0;0;0;0;17/03/01
7;1;12;22;29;31;33;;;0;0;0;0;0;0;10/03/01
6;17;21;26;31;39;40;;;0;0;0;0;0;0;3/03/01
5;3;6;16;22;38;44;;;0;0;0;0;0;0;24/02/01
4;15;20;21;29;32;44;;;0;0;0;0;0;0;17/02/01
3;11;13;27;30;32;39;;;0;0;0;0;0;0;10/02/01
2;1;2;11;15;32;34;;;0;0;0;0;0;0;3/02/01
1;1;2;5;20;27;33;;;0;0;0;0;0;0;27/01/01
